customer_id,customer_name,invoice_date,invoice_id,discount_percent
5169,Michael Lin,04/22/2023,5170,1
5171,Jennifer Lee,12/09/2022,5172,1
5173,Lisa Rice,01/15/2022,5174,1
5175,Patrick Gonzalez,01/02/2022,5176,5
5177,Charles Lawson,03/01/2022,5178,2
5179,Caitlin Miller,06/10/2022,5180,3
5181,Jason Bernard,06/10/2022,5182,7
5183,Andrew Perez,01/26/2023,5184,8
5185,Ashlee Johnson,03/17/2022,5186,8
5187,Megan Hunt,06/07/2022,5188,5
5189,Holly Williams,08/21/2022,5190,1
5191,Deborah Fuller,04/15/2023,5192,9
5193,Victoria Martinez,04/16/2022,5194,9
5195,Douglas Mitchell,04/28/2023,5196,8
5197,Brent Peterson,04/30/2023,5198,4
5199,Abigail Weaver,02/26/2023,5200,7
5201,Andrew Mckinney,02/28/2023,5202,8
5203,Gabriel Contreras,04/05/2022,5204,1
5205,Grant Aguilar,05/09/2023,5206,3
5207,Anthony Gonzalez,12/25/2022,5208,1
5209,Sandra Clark,09/10/2022,5210,1
5211,Julie Bautista,01/09/2022,5212,5
5213,Alicia Best,09/09/2022,5214,2
5215,Kenneth Brock,10/08/2022,5216,8
5217,Antonio White,12/30/2022,5218,2
5219,Sara Phillips,03/07/2022,5220,3
5221,Natalie Castaneda,03/28/2022,5222,4
5223,James Miller,06/30/2022,5224,8
5225,Sonya Oliver,11/27/2022,5226,3
5227,Lauren Vincent,09/01/2022,5228,8
5229,Jennifer Sanders,09/28/2022,5230,7
5231,Barbara Diaz,10/19/2022,5232,3
5233,Daniel Bradford,03/15/2022,5234,6
5235,Bobby Jones,01/22/2023,5236,8
5237,Mary Garcia,01/24/2023,5238,2
5239,Greg Pittman,04/28/2022,5240,9
5241,Amanda Perez,06/04/2022,5242,5
5243,Donna Reyes,02/07/2023,5244,7
5245,Elijah Nelson,01/31/2023,5246,9
5247,Angela Jones,01/15/2023,5248,4
5249,Michael Ramos,12/26/2022,5250,1
5251,Christopher Marks,01/13/2023,5252,7
5253,Dana Brown,02/05/2023,5254,2
5255,Heather Baird,06/15/2022,5256,8
5257,Jessica Grant,03/17/2022,5258,2
5259,Katherine Duncan,10/04/2022,5260,4
5261,Bobby Bailey,11/24/2022,5262,7
5263,Nicholas Soto,04/28/2022,5264,5
5265,Jonathan Matthews,03/22/2023,5266,2
5267,Tiffany Snow,01/04/2022,5268,2
5269,Danielle Collins,02/01/2022,5270,1
5271,Nicole Durham,08/25/2022,5272,5
5273,Julie Kelley,01/02/2023,5274,8
5275,Lisa Harper,12/29/2022,5276,8
5277,Victor Clark,06/03/2022,5278,1
5279,Gregory Booker,03/14/2022,5280,7
5281,Jacob Bradshaw,08/11/2022,5282,4
5283,Aaron Moreno,01/26/2022,5284,8
5285,Jason Bennett,04/20/2022,5286,5
5287,James Stone,05/20/2022,5288,3
5289,Linda Coleman,03/28/2022,5290,6
5291,April Burke,07/23/2022,5292,7
5293,Brittany Hill,01/09/2023,5294,3
5295,Jonathan Baker,01/21/2022,5296,9
5297,Riley Hodges,03/06/2022,5298,4
5299,Aaron Wheeler,03/06/2023,5300,1
5301,Erik Barrett,09/05/2022,5302,1
5303,Ashley Hess,05/12/2022,5304,9
5305,Roger Mcknight,04/08/2023,5306,9
5307,Natalie Gregory,05/01/2022,5308,2
5309,Laura Hoover,07/13/2022,5310,8
5311,Richard Matthews,10/01/2022,5312,8
5313,Kenneth Rodriguez,02/13/2023,5314,9
5315,Kayla Walsh,09/14/2022,5316,3
5317,Alexis Davis,01/19/2022,5318,1
5319,Philip Robinson,09/21/2022,5320,5
5321,Meghan Norman,12/09/2022,5322,5
5323,Samantha Burch,03/13/2022,5324,6
5325,Jason Price,04/06/2023,5326,9
5327,Gary Burnett,08/30/2022,5328,8
5329,Micheal Hodges,10/05/2022,5330,1
5331,Holly Day,05/08/2022,5332,8
5333,Antonio Ellis,07/11/2022,5334,5
5335,Angel Walker,04/11/2023,5336,6
5337,Beverly Fox,04/13/2023,5338,5
5339,Brittany Costa,05/18/2023,5340,3
5341,Angela Glass,03/26/2023,5342,5
5343,Julia Weiss,03/22/2023,5344,3
5345,Louis Murillo,06/15/2022,5346,8
5347,Tina Walter,11/15/2022,5348,1
5349,Mark Lyons,02/03/2022,5350,1
5351,Timothy Graves,04/29/2022,5352,4
5353,Jennifer Gonzalez,08/07/2022,5354,4
5355,Rebecca Sullivan,05/04/2022,5356,6
5357,Douglas Henderson,04/02/2022,5358,2
5359,Seth Graves,04/07/2022,5360,5
5361,Travis Jackson,01/28/2022,5362,7
5363,Jessica Lopez,08/28/2022,5364,3
5365,Timothy Jones,05/09/2023,5366,7
5367,Michael Mitchell,01/27/2023,5368,3
5369,Caitlin Austin,12/29/2022,5370,6
5371,Shannon Grimes,11/28/2022,5372,2
5373,Lindsay Mason,10/06/2022,5374,2
5375,Courtney Estrada,07/03/2022,5376,7
5377,Taylor Miller,06/29/2022,5378,6
5379,Allison Hartman,05/05/2023,5380,8
5381,Jennifer Walsh,11/28/2022,5382,1
5383,Maria Martin,08/21/2022,5384,4
5385,Benjamin Reyes,03/28/2023,5386,2
5387,Barbara Miller,03/29/2022,5388,6
5389,Michael Sharp,09/14/2022,5390,1
5391,Anthony Cunningham,12/30/2022,5392,5
5393,Robert Koch,01/20/2022,5394,7
5395,Jennifer Hood,08/24/2022,5396,8
5397,Sylvia Bridges,06/29/2022,5398,9
5399,Erika Manning,05/12/2022,5400,3
5401,Todd Flores,12/21/2022,5402,9
5403,Kim Williams,02/03/2022,5404,9
5405,Sarah Green,05/04/2022,5406,6
5407,Michael Hancock,07/27/2022,5408,4
5409,Laura Parker,04/17/2023,5410,6
5411,Anthony Douglas,10/22/2022,5412,6
5413,Sheila Clark,09/03/2022,5414,6
5415,Angelica Rios,10/14/2022,5416,6
5417,Brandon James,07/17/2022,5418,9
5419,Theresa Ellison,03/11/2022,5420,2
5421,Tiffany Washington,08/09/2022,5422,5
5423,Tyrone Stone,07/17/2022,5424,4
5425,Dustin Rosales,09/29/2022,5426,1
5427,James Jacobson,03/03/2023,5428,6
5429,Tyler Kelly,06/15/2022,5430,6
5431,Michael Wright,07/31/2022,5432,4
5433,Denise Hall,12/11/2022,5434,1
5435,Curtis Colon,08/12/2022,5436,1
5437,Tiffany Garcia,01/11/2023,5438,8
5439,Brittany Kerr,10/09/2022,5440,4
5441,Heather Reed,03/11/2022,5442,9
5443,Robert Bush,03/25/2023,5444,6
5445,Haley Garcia,12/18/2022,5446,3
5447,Sandra Moore,05/04/2023,5448,5
5449,Emily Robinson,07/02/2022,5450,6
5451,William Thomas,03/16/2022,5452,3
5453,Christopher Haas,12/10/2022,5454,7
5455,Angela Ayers,09/25/2022,5456,4
5457,Shelley George,04/19/2022,5458,5
5459,Andre Brown,03/16/2023,5460,1
5461,Linda Taylor,05/14/2023,5462,1
5463,Patrick Evans,09/27/2022,5464,6
5465,Cynthia Smith,07/24/2022,5466,2
5467,Stephen Beck,09/25/2022,5468,3
5469,Chris Turner,03/16/2023,5470,7
5471,Sara Terry,08/22/2022,5472,1
5473,Brian Rodriguez,10/10/2022,5474,9
5475,Christopher Johnson,02/24/2022,5476,1
5477,Colleen Quinn,04/06/2022,5478,6
5479,Renee Lawson,02/17/2022,5480,3
5481,Steven Wilson,09/16/2022,5482,6
5483,Anthony Anderson,12/11/2022,5484,8
5485,Shawn Welch,06/03/2022,5486,2
5487,Jerry Foster,08/06/2022,5488,9
5489,Patricia Harrison,02/11/2023,5490,1
5491,Paul Schultz,01/02/2023,5492,6
5493,Stephen Wise,08/19/2022,5494,1
5495,Joseph House,04/01/2023,5496,2
5497,Debra Mccoy,05/01/2022,5498,2
5499,Mary Martin,09/11/2022,5500,1
5501,Nicholas Robinson,10/17/2022,5502,4
5503,Crystal Roberts,04/15/2022,5504,1
5505,Melissa Willis,06/28/2022,5506,8
5507,Kayla Rodriguez,03/04/2023,5508,6
5509,Brenda Jones,04/13/2023,5510,9
5511,Kristin Harris,02/04/2023,5512,9
5513,Samantha Summers,02/14/2022,5514,2
5515,Kathryn Valencia,02/04/2022,5516,5
5517,Brian Carson,05/09/2023,5518,8
5519,Frank Miller,09/16/2022,5520,4
5521,Gary Cook,06/15/2022,5522,8
5523,Francisco Gonzales,06/14/2022,5524,4
5525,Nicholas Golden,01/29/2023,5526,3
5527,John Love,04/29/2022,5528,2
5529,Veronica Bentley,07/08/2022,5530,9
5531,Michelle Donovan,03/14/2022,5532,5
5533,Fernando Santos,05/04/2023,5534,8
5535,Julia Davis,04/30/2023,5536,1
5537,Donna Rodriguez,01/24/2023,5538,1
5539,Valerie Greene,06/06/2022,5540,6
5541,Sharon Anderson,01/11/2023,5542,6
5543,Ashley Pierce,12/14/2022,5544,5
5545,Jason Rhodes,01/12/2023,5546,1
5547,Jose Holloway,01/29/2022,5548,2
5549,Sydney Barry,09/07/2022,5550,8
5551,Shannon Burgess,05/26/2022,5552,9
5553,Michael Christensen,05/09/2023,5554,7
5555,Justin Johnson,01/09/2022,5556,9
5557,Jeremiah Nichols,08/20/2022,5558,5
5559,Lacey Gonzalez,12/02/2022,5560,8
5561,Roger Brown,10/19/2022,5562,8
5563,Angela Murillo,10/01/2022,5564,7
5565,Christine Blake,01/23/2022,5566,3
5567,Melvin Phillips,05/08/2023,5568,7
5569,Lauren Santos,09/05/2022,5570,9
5571,Tina Edwards,10/21/2022,5572,6
5573,Melissa Martin,08/28/2022,5574,9
5575,Rhonda Greene,09/02/2022,5576,2
5577,Julie Boyer,02/15/2022,5578,5
5579,Shelly Walter,08/20/2022,5580,3
5581,Russell Coleman,05/24/2022,5582,5
5583,Natasha Anderson,10/03/2022,5584,2
5585,Donald Villarreal,06/04/2022,5586,1
5587,Amanda Fields,02/28/2023,5588,3
5589,Matthew Green,11/26/2022,5590,6
5591,Douglas Neal,06/10/2022,5592,8
5593,Gene Avila,03/26/2023,5594,7
5595,Kathleen Dodson,12/03/2022,5596,5
5597,Christina Sparks,10/11/2022,5598,7
5599,Tony Smith,12/09/2022,5600,7
5601,Wayne Carrillo,03/29/2022,5602,4
5603,Haley Rojas,02/17/2022,5604,6
5605,Anthony Reyes,05/14/2023,5606,4
5607,Gary Wallace,09/30/2022,5608,6
5609,Jason Shepherd,06/04/2022,5610,5
5611,Amber Wilson,05/07/2023,5612,2
5613,David James,08/28/2022,5614,3
5615,Derrick Hunt,02/14/2022,5616,9
5617,Kimberly Shaw,11/22/2022,5618,6
5619,Emily Roberts,05/09/2023,5620,6
5621,Janet Cooper,05/03/2022,5622,9
5623,Katie Schmidt,09/11/2022,5624,3
5625,Thomas Wood,10/27/2022,5626,5
5627,Robert Wright,08/20/2022,5628,9
5629,Heidi Underwood,05/22/2023,5630,6
5631,Michele Moore,04/11/2022,5632,4
5633,Alexis Morris,08/12/2022,5634,7
5635,Kerri Hernandez,05/25/2022,5636,9
5637,Joseph Martin,12/07/2022,5638,8
5639,Tara Dixon,12/16/2022,5640,9
5641,Sean Ford,09/29/2022,5642,1
5643,Dana Smith,08/05/2022,5644,9
5645,Matthew Castillo,01/23/2022,5646,4
5647,Robert Bean,12/08/2022,5648,1
5649,Kelly Scott,10/20/2022,5650,6
5651,Nancy Walsh,02/13/2022,5652,8
5653,Ana Smith,05/28/2022,5654,2
5655,Jose Smith,03/10/2022,5656,8
5657,Cathy Anderson,09/02/2022,5658,6
5659,Glenn Cannon,04/14/2022,5660,1
5661,Cynthia Wilson,08/11/2022,5662,7
5663,Denise Koch,02/11/2023,5664,4
5665,Juan Johnson,08/11/2022,5666,3
5667,Stephanie Morris,11/13/2022,5668,6
5669,Jennifer Lee,08/25/2022,5670,7
5671,Leonard Vang,04/28/2023,5672,4
5673,Elaine Gregory,02/11/2022,5674,7
5675,Jennifer Fields,08/25/2022,5676,7
5677,Tammy Vargas,01/24/2022,5678,3
5679,Kathleen Hurley,06/27/2022,5680,3
5681,Savannah Hernandez,12/20/2022,5682,5
5683,Jonathan Burns,04/19/2022,5684,5
5685,Carl Fry,05/02/2023,5686,2
5687,Manuel Madden,04/09/2023,5688,2
5689,Belinda Campbell,02/07/2022,5690,4
5691,Debra Tate,03/15/2022,5692,3
5693,Gavin Savage,06/19/2022,5694,7
5695,Laura Lee,05/03/2023,5696,7
5697,Sharon Anderson,03/24/2022,5698,1
5699,Michael Palmer,01/01/2023,5700,3
5701,Alyssa Wagner,01/10/2022,5702,2
5703,Steven Stevens,03/10/2022,5704,6
5705,Daniel Harris,09/16/2022,5706,7
5707,Sabrina Stevenson,10/11/2022,5708,6
5709,Courtney Jackson,05/09/2022,5710,3
5711,James Church,12/23/2022,5712,3
5713,Colton Lopez,12/14/2022,5714,4
5715,James Garrison,02/08/2023,5716,7
5717,Eileen Smith,11/09/2022,5718,5
5719,Judith Rodriguez,02/03/2022,5720,2
5721,Shelly Warner,02/05/2022,5722,7
5723,Carl Ali,10/12/2022,5724,4
5725,Karen Martinez,04/26/2023,5726,6
5727,Marie Hart,02/15/2022,5728,8
5729,Trevor Kelly,03/19/2023,5730,2
5731,Anthony Calderon,04/26/2023,5732,8
5733,Colleen Moran,06/24/2022,5734,9
5735,Margaret Wilson,12/19/2022,5736,5
5737,Tammy Pennington,02/15/2023,5738,9
5739,Rachel Becker,09/30/2022,5740,5
5741,Bobby Benson,05/11/2022,5742,3
5743,Marc Martinez,01/07/2023,5744,6
5745,Raymond Stark,06/16/2022,5746,5
5747,Caitlyn Gilbert,04/25/2023,5748,5
5749,Ann Mendez,12/10/2022,5750,4
5751,Todd King,06/13/2022,5752,5
5753,Tracy Benjamin,07/05/2022,5754,4
5755,Andres Clark,11/25/2022,5756,5
5757,Veronica Wood,01/30/2022,5758,3
5759,Angela Bell,05/09/2023,5760,1
5761,Laura Silva,03/12/2022,5762,8
5763,Ashley Daniels,08/11/2022,5764,9
5765,Beth Butler,02/13/2023,5766,9
5767,Taylor Yu,11/12/2022,5768,6
5769,Kathleen Koch,11/08/2022,5770,9
5771,Austin Vaughn,11/04/2022,5772,5
5773,Jennifer Nelson,11/11/2022,5774,5
5775,Jordan Chen,02/12/2023,5776,7
5777,David Eaton,01/29/2023,5778,2
5779,Michael Thompson,09/01/2022,5780,6
5781,Lisa Cox,03/24/2023,5782,5
5783,Teresa Fields,04/01/2023,5784,1
5785,Nicholas Miller,08/20/2022,5786,6
5787,Jerry Fields,03/14/2022,5788,9
5789,Ryan Wilkinson,05/27/2022,5790,2
5791,Brandon Roberson,06/12/2022,5792,1
5793,Kara Allen,05/03/2022,5794,3
5795,Jennifer Lloyd,08/28/2022,5796,5
5797,Daniel Levy,10/07/2022,5798,7
5799,Derrick Davis,11/21/2022,5800,6
5801,Emma Franco,03/19/2023,5802,7
5803,Rachael Reynolds,02/02/2023,5804,3
5805,Mathew Graham,02/13/2023,5806,5
5807,Alison Willis,08/25/2022,5808,2
5809,Ralph Calhoun,03/05/2023,5810,3
5811,Joseph Elliott,10/04/2022,5812,5
5813,Adam Morris,04/06/2023,5814,8
5815,Tristan Jackson,04/23/2022,5816,7
5817,Dustin Rose,01/22/2022,5818,1
5819,Denise Terry,08/15/2022,5820,5
5821,James Cervantes,03/16/2022,5822,7
5823,Sherry Sanchez,03/07/2023,5824,5
5825,Christian Barton,06/03/2022,5826,5
5827,Stephanie Walker,08/04/2022,5828,4
5829,Kelsey Wyatt,09/23/2022,5830,6
5831,Angelica Stevenson,12/17/2022,5832,2
5833,Brian Henderson,03/31/2023,5834,9
5835,Roy Munoz,05/18/2023,5836,1
5837,David Taylor,04/11/2022,5838,8
5839,Bradley Blankenship,01/11/2022,5840,7
5841,Matthew Jennings,04/26/2023,5842,3
5843,Brett Blake,06/30/2022,5844,6
5845,James Jones,08/23/2022,5846,1
5847,Madeline Taylor,08/26/2022,5848,5
5849,Brett Hogan,04/28/2023,5850,2
5851,Kimberly Cabrera,08/31/2022,5852,4
5853,Wanda Anderson,06/18/2022,5854,4
5855,Matthew Carpenter,03/23/2022,5856,4
5857,John Gibson,05/01/2023,5858,2
5859,Shawn Villa,05/27/2022,5860,9
5861,Dustin Lewis,01/26/2022,5862,5
5863,Lisa Vasquez,07/01/2022,5864,8
5865,Nicole Nelson,06/19/2022,5866,6
5867,Dustin Berger,09/10/2022,5868,5
5869,Claire Hartman,01/22/2022,5870,3
5871,Beverly Humphrey,07/11/2022,5872,1
5873,Christine Shaw,02/05/2023,5874,1
5875,Amy Mejia,04/27/2023,5876,3
5877,Sue Rodriguez,03/24/2023,5878,9
5879,Matthew Holloway,09/08/2022,5880,9
5881,Carol Barajas,05/27/2022,5882,5
5883,Christian Fields,07/22/2022,5884,3
5885,Michael Johnson,04/27/2023,5886,5
5887,Anthony Duran,04/10/2022,5888,1
5889,Julie Little,08/25/2022,5890,9
5891,John Chambers,11/25/2022,5892,1
5893,Tracey Washington,10/27/2022,5894,6
5895,Matthew Johnson,11/19/2022,5896,2
5897,Jeff Haynes,04/30/2023,5898,6
5899,Kristin Green,03/05/2023,5900,4
5901,Sonya Santana,02/12/2023,5902,5
5903,Justin Crawford,11/18/2022,5904,4
5905,Joel Woods,03/07/2022,5906,6
5907,Dawn Gregory,02/17/2023,5908,7
5909,Angela Davis,09/19/2022,5910,5
5911,Shari Brown,07/28/2022,5912,6
5913,Dean Anderson,01/05/2022,5914,9
5915,Samantha Ward,05/19/2022,5916,4
5917,Andrea Peck,07/03/2022,5918,4
5919,Heather Williams,06/13/2022,5920,5
5921,John Allen,08/29/2022,5922,6
5923,Cassandra Pineda,07/07/2022,5924,6
5925,Emma Trujillo,07/21/2022,5926,8
5927,Grace Walker,11/22/2022,5928,7
5929,Tina Kim,03/16/2022,5930,1
5931,Lori Lewis,03/19/2022,5932,7
5933,Holly Harper,05/04/2023,5934,3
5935,Joseph Robinson,01/01/2023,5936,5
5937,James Conley,04/27/2023,5938,8
5939,Shawn Jacobs,12/18/2022,5940,1
5941,Tyler Key,05/27/2022,5942,3
5943,Carrie Morrow,01/25/2023,5944,3
5945,Colin Davidson,03/12/2023,5946,6
5947,Nicholas Atkinson,05/25/2022,5948,5
5949,Kyle Evans,02/26/2023,5950,2
5951,Stephen Simmons,07/26/2022,5952,7
5953,Rachel Davis,03/19/2023,5954,9
5955,Brian Wright,01/23/2023,5956,8
5957,Mark Murphy,10/08/2022,5958,4
5959,Cassandra Smith,06/28/2022,5960,8
5961,Mitchell Nichols,05/22/2023,5962,4
5963,Austin Mccarty,02/10/2022,5964,4
5965,Victoria Wells,02/09/2022,5966,8
5967,Jeffrey Knapp,06/01/2022,5968,1
5969,William Wilson,01/26/2023,5970,4
5971,Andrew Johnson,03/15/2023,5972,1
5973,Zachary Cuevas,10/20/2022,5974,2
5975,Douglas Gilbert,04/11/2023,5976,6
5977,Jennifer Oliver,11/16/2022,5978,4
5979,Richard Murphy,12/26/2022,5980,4
5981,Scott Stanley,03/21/2022,5982,3
5983,Alex Mckee,04/10/2022,5984,9
5985,Nicole Garrett,05/19/2022,5986,4
5987,Tyler Gray,01/04/2022,5988,3
5989,Lisa Kelley,01/16/2023,5990,8
5991,Rachel Martinez,04/30/2023,5992,4
5993,Lisa Cruz,01/12/2023,5994,2
5995,Olivia Cervantes,04/20/2022,5996,3
5997,James Best,05/16/2022,5998,3
5999,Jennifer Johnson,03/11/2023,6000,1
6001,Steven Davis,12/14/2022,6002,4
6003,Matthew Brady,03/25/2023,6004,5
6005,Isaiah Stokes,01/04/2022,6006,3
6007,Travis Moody,04/11/2022,6008,8
6009,Joseph Graham,12/14/2022,6010,7
6011,Kyle Noble,05/18/2023,6012,3
6013,Lauren Vargas,07/30/2022,6014,4
6015,Todd Warner,04/16/2023,6016,2
6017,Jasmine Hester,07/15/2022,6018,8
6019,Brent Benson,04/30/2023,6020,8
6021,Michael Wood,03/09/2023,6022,9
6023,Connie French,05/14/2023,6024,6
6025,Jamie Henry,06/12/2022,6026,7
6027,Meredith Bryan,09/09/2022,6028,1
6029,Johnny Little,06/21/2022,6030,5
6031,Sherri Adams,05/11/2023,6032,3
6033,Daniel Acosta,07/05/2022,6034,8
6035,Jose Evans,10/21/2022,6036,2
6037,Jeffery Bailey,01/22/2023,6038,6
6039,Erik Gray,02/05/2022,6040,4
6041,Mikayla Mitchell,02/07/2023,6042,4
6043,Dominique Nixon,02/21/2023,6044,7
6045,Tiffany Cole,06/18/2022,6046,4
6047,Michael Sanchez,09/12/2022,6048,6
6049,Amy Thompson,02/13/2023,6050,2
6051,Tyler Lopez,05/26/2022,6052,2
6053,Meghan Morris,02/08/2022,6054,1
6055,Cindy Wolf,01/31/2022,6056,4
6057,Charles Brown,11/24/2022,6058,7
6059,Daniel Dunn,03/12/2022,6060,3
6061,Richard Hill,01/04/2023,6062,6
6063,Raymond Becker,05/16/2022,6064,3
6065,Michael Jones,09/28/2022,6066,6
6067,Curtis Munoz,03/12/2023,6068,6
6069,Michael Novak,03/27/2023,6070,5
6071,Jessica Patton,09/03/2022,6072,2
6073,Joshua Austin,04/18/2022,6074,8
6075,Hailey Brady,03/08/2022,6076,1
6077,Joann Ayers,05/30/2022,6078,4
6079,Monica Ferguson,01/28/2022,6080,5
6081,Marcus Wiggins,11/24/2022,6082,4
6083,Marc Ray,11/14/2022,6084,9
6085,Todd Golden,05/07/2022,6086,6
6087,Christopher Rodgers,11/30/2022,6088,6
6089,Andrew Castro,03/06/2023,6090,8
6091,Cindy Hall,02/25/2022,6092,8
6093,Adam Harris,02/10/2022,6094,3
6095,Joseph Turner,12/26/2022,6096,9
6097,Jack Andrews,05/19/2022,6098,5
6099,Alec Harper,11/12/2022,6100,2
6101,Nancy Leonard,03/06/2022,6102,9
6103,Kevin Brown,06/09/2022,6104,8
6105,Mark Richardson,05/18/2022,6106,8
6107,Michael Jones,07/02/2022,6108,4
6109,Ryan Moyer,01/15/2022,6110,8
6111,Victoria Wright,10/12/2022,6112,2
6113,Sandra Gillespie,05/07/2022,6114,3
6115,Brandi Edwards,09/06/2022,6116,1
6117,Jeffery Carter,11/01/2022,6118,6
6119,Joseph Gray,01/19/2022,6120,1
6121,Mary Carter,08/07/2022,6122,2
6123,Michael Hernandez,02/19/2023,6124,3
6125,Tina Bradley,01/06/2022,6126,6
6127,Sandra Morrow,10/23/2022,6128,9
6129,Jessica Davis,01/13/2022,6130,8
6131,Cynthia Anderson,08/05/2022,6132,2
6133,David Coleman,04/07/2023,6134,4
6135,Angie Fuller,06/07/2022,6136,4
6137,Gregory Crawford,05/14/2023,6138,2
6139,Jesse Rivera,06/01/2022,6140,9
6141,Peter Liu,05/12/2023,6142,5
6143,Ashley Jenkins,03/17/2023,6144,5
6145,Shannon Chen,11/13/2022,6146,9
6147,Kevin Grant,05/23/2022,6148,7
6149,Melissa Phillips,11/29/2022,6150,1
6151,Abigail Gill,06/22/2022,6152,2
6153,Joshua Woods,04/14/2023,6154,5
6155,Christopher Adams,01/26/2022,6156,9
6157,Curtis Jackson,04/13/2023,6158,2
6159,Christina Powers,02/10/2022,6160,3
6161,Charles Cummings,01/08/2022,6162,3
6163,Kristopher Kennedy,03/21/2023,6164,7
6165,Phillip Espinoza,02/01/2023,6166,7
6167,Thomas Perez,06/13/2022,6168,2
6169,Kevin Stewart,03/31/2023,6170,7
6171,Matthew Wells,01/10/2023,6172,2
6173,Richard Caldwell,11/25/2022,6174,7
6175,Gabriel Horne,07/01/2022,6176,3
6177,Renee Gibson,01/10/2023,6178,5
6179,Alexis Hernandez,08/29/2022,6180,6
6181,Sherry Gilbert,02/25/2022,6182,2
6183,Timothy Shelton,12/28/2022,6184,6
6185,Ronald King,05/13/2022,6186,6
6187,Monica Wells,02/03/2023,6188,4
6189,Jennifer Norris,12/22/2022,6190,4
6191,Tyler Sanchez,05/26/2022,6192,2
6193,Mallory Collins,01/08/2022,6194,4
6195,Tiffany Phillips,03/22/2023,6196,2
6197,Alexis Watkins,04/18/2022,6198,2
6199,Catherine Marshall,12/05/2022,6200,7
6201,Kenneth Anderson,01/03/2022,6202,1
6203,Kathryn Peck,08/23/2022,6204,7
6205,Jo White,11/17/2022,6206,4
6207,Shannon Mills,12/22/2022,6208,5
6209,Amber Leon,03/30/2022,6210,5
6211,Eric Coleman,02/14/2023,6212,9
6213,Erin Rojas,08/11/2022,6214,1
6215,Kellie Lopez,06/30/2022,6216,8
6217,Jean Griffin,01/27/2023,6218,5
6219,Stephen Gonzalez,02/10/2023,6220,3
6221,Lisa Morrison,04/10/2023,6222,9
6223,Madison Copeland,12/06/2022,6224,1
6225,James Walker,10/19/2022,6226,9
6227,Miranda Chambers,01/24/2022,6228,9
6229,Shelby Stewart,04/30/2023,6230,6
6231,Michael Perez,07/06/2022,6232,6
6233,Taylor Lopez,05/17/2022,6234,1
6235,Daniel Perez,07/01/2022,6236,8
6237,Jasmine Gordon,04/21/2023,6238,3
6239,Christopher Murray,08/30/2022,6240,7
6241,Benjamin Williams,12/05/2022,6242,9
6243,William Banks,03/02/2023,6244,5
6245,Ryan Flores,09/20/2022,6246,9
6247,Lori Ramos,07/28/2022,6248,2
6249,Christopher Hall,02/25/2023,6250,7
6251,David Kelly,03/12/2023,6252,9
6253,Linda James,04/08/2022,6254,6
6255,Rebecca Campbell,08/30/2022,6256,9
6257,Sarah Watkins,03/02/2022,6258,7
6259,Christopher Johnson,02/21/2022,6260,4
6261,Jose Barajas,09/16/2022,6262,7
6263,James Wade,05/08/2022,6264,9
6265,Stephanie Acevedo,11/13/2022,6266,4
6267,Stephanie Perez,01/03/2022,6268,9
6269,Jennifer Acevedo,01/03/2023,6270,6
6271,Thomas Kelly,02/13/2022,6272,1
6273,Kelli Thomas,03/09/2022,6274,5
6275,Nicole Johnson,04/02/2023,6276,1
6277,Alyssa Golden,05/21/2022,6278,8
6279,Bryan Lee,10/08/2022,6280,8
6281,Amanda Garcia,01/31/2023,6282,5
6283,Jorge Gilmore,09/17/2022,6284,2
6285,Luis White,01/09/2022,6286,8
6287,Rebecca Snyder,12/08/2022,6288,8
6289,Shelley Norton,02/25/2023,6290,7
6291,Oscar York,12/15/2022,6292,8
6293,Michael Blackwell,05/11/2023,6294,2
6295,Jason Wright,01/31/2022,6296,8
6297,Robert Davis,04/27/2023,6298,4
6299,Daniel Price,08/10/2022,6300,5
6301,Rachel Nguyen,08/17/2022,6302,7
6303,Elaine Morris,02/14/2022,6304,2
6305,Gabriel Cummings,05/07/2022,6306,7
6307,Carly Meadows,05/22/2023,6308,6
6309,Jeremy Barnes,09/11/2022,6310,7
6311,James Nguyen,07/15/2022,6312,8
6313,Lori Smith,02/01/2022,6314,9
6315,Jennifer Ruiz,05/17/2022,6316,5
6317,Christopher Gibson,09/17/2022,6318,3
6319,Jeremy Clark,05/27/2022,6320,3
6321,Alice Rivera,06/23/2022,6322,7
6323,Benjamin Christian,01/29/2023,6324,9
6325,Sarah Love,08/09/2022,6326,8
6327,Alex Hendricks,05/13/2023,6328,7
6329,Danielle Garcia,12/16/2022,6330,2
6331,Mathew Nash,06/25/2022,6332,7
6333,James Ray,02/17/2022,6334,7
6335,Dana Mendoza,08/25/2022,6336,1
6337,Amanda Douglas,12/26/2022,6338,7
6339,Brian Hall,05/10/2022,6340,3
6341,Joanna Marshall,07/23/2022,6342,7
6343,Mary Roberts,02/14/2022,6344,3
6345,William Gomez,11/03/2022,6346,3
6347,Angela Woodward,05/20/2022,6348,7
6349,Cindy Nelson,05/08/2023,6350,5
6351,Travis Reed,07/30/2022,6352,1
6353,Jennifer Frazier,12/02/2022,6354,3
6355,Jeffrey Park,03/23/2023,6356,6
6357,Kevin Santana,05/18/2022,6358,7
6359,Melissa Martin,09/01/2022,6360,5
6361,Derek Carlson,03/04/2023,6362,2
6363,Derek Dawson,07/27/2022,6364,5
6365,Christopher Black,04/13/2023,6366,4
6367,Clinton Pearson,07/11/2022,6368,9
